tourney_name,latitude,longitude
Lesa ITA,61.7478295,34.3116404
Lexington KY USA,38.0464066,-84.4970393
Lima PER,-7.900719,-34.898389
Ljubljana SLO,46.0632918,14.5520767
Lodz POL,51.7796742,19.4222777
Los Angeles CA USA,34.0536909,-118.242766
Los Angeles USA,52.5362296,13.5688341
Louisville KY USA,38.2542376,-85.759407
Louisville USA,38.2542376,-85.759407
Loule POR,37.1206511,-8.1442049
Loulé POR,37.1206511,-8.1442049
Luan CHN,13.743673,100.5047336
Lucknow IND,26.8851216,80.9484191
Madrid ESP,4.7279951,-74.284617
Malibu CA USA,34.035591,-118.689423
Malta MLT,35.9311442,14.3951627
Mandya IND,12.6182167,77.0735653
Maputo MOZ,-25.9403593,32.4071099
Marrakech MAR,31.6258257,-7.9891608
Mbombela RSA,-25.4729094,30.9772719
Montreal CAN,45.5137474,-73.6338787
Morelia MEX,19.3924313,-98.932872
Mosquera COL,42.8210833,-0.5844943
Mumbai IND,39.6159355,-86.0848063
Mysuru IND,12.3602331,76.633949
Nakhon Pathom THA,13.8122395,100.1317513
Nakhon Si Thammarat THA,8.5375114,99.9433513
Naples FL USA,26.1421976,-81.7942944
Neuquen ARG,-38.935972,-69.2466935
New Delhi IND,28.6285822,77.1257627
Nonthaburi THA,13.8748084,100.4559653
Norman OK USA,35.2225717,-97.4394816
Norman USA,35.2225717,-97.4394816
Orange Park FL USA,30.1654707,-81.7016346
Orlando FL USA,28.5479786,-81.4127842
Orlando USA,28.5421218,-81.379045
Osaka JPN,34.7349742,135.4945412
Oslo NOR,59.8973013,10.8051929
Padova ITA,45.5581777,11.8149683
Palm Coast FL USA,29.5541432,-81.2207673
Pardubice CZE,50.0954334,15.8077971
Pazardzhik BUL,42.1862392,24.3261789
Pensacola FL USA,30.421309,-87.2169149
Perth AUS,-31.8471093,115.8854014
Pittsburgh USA,40.4406968,-80.0025666
Portimao POR,37.1398628,-8.5882573
Porto POR,41.0850046,-8.4233519
Poznan POL,52.4085501,17.0294886
Prague CZE,50.049028,14.3137333
Pretoria RSA,-25.7459277,28.1879101
Prijedor BIH,44.9801369,16.7123704
Pszczyna POL,50.0179418,18.96245
Quito ECU,-0.219802,-78.4986442
Rabat MAR,41.268047,42.444237
Rancho Santa Fe CA USA,33.0242314,-117.1979781
Reggio Emilia ITA,44.6026332,10.7735531
Rio Cuarto ARG,-33.10934,-64.3041005
Rio de Janeiro BRA,-22.9009659,-43.1007932
Rochester NY USA,43.157285,-77.615214
Rochester USA,43.157285,-77.615214
Rome ITA,41.7956588,12.2555233
Rosario ARG,13.8258256,121.3895631
Rosario-Santa Fe ARG,-32.9747107,-60.7208589
Saint-Augustin CAN,5.2950868,-3.9512492
Salvador BRA,40.443705,-3.6381186
San Diego CA USA,32.7166921,-117.169295
San Diego USA,32.7174202,-117.162772
San Jose CRC,-34.8966724,-54.9537194
Santa Cruz BOL,9.0868801,-74.6902313
Santander ESP,41.0004237,-8.6391595
Santiago CHI,10.8080733,106.6665677
Santo Domingo DOM,18.4612807,-69.9167519
Santo Domingo Este DOM,18.510006,-69.8665152
Santo Domingo de los Tsachilas ECU,-0.2660169,-79.1649417
Sao Paulo BRA,-23.529779,-46.395668
Sarajevo BIH,43.8570713,18.4126147
Setubal POR,38.0646131,-8.7888791
Shanghai CHN,53.4238146,14.5595247
Shenzhen CHN,22.5453106,114.1055353
Shymkent KAZ,42.3532169,69.6396251
Singapore SGP,1.3196158,103.7002189
Sintra POR,38.7774259,-9.3172748
Skopje MKD,41.992571,21.4826856
Sofia BUL,14.8923941,120.7942091
South Bend USA,41.6833813,-86.2500066
Southaven MS USA,34.9873822,-90.0034862
Southaven USA,34.9873822,-90.0034862
Split CRO,43.5065219,16.4829739
Stellenbosch RSA,-33.934444,18.869167
Store SLO,35.6435832,-121.1917292
Sunrise FL USA,26.1666888,-80.2787573
Tabasco MEX,19.5896262,-99.0197497
Tainan TPE,25.0583596,121.5606555
Taipei TPE,25.0375198,121.5636796
Tallahassee FL USA,30.4380832,-84.2809332
Tallahassee USA,30.4380832,-84.2809332
Tanger MAR,38.643665,0.0468917
Tashkent UZB,41.0500912,69.165388
Tauranga NZL,-37.6615454,176.1904363
Tavira POR,37.0945589,-7.7030884
Tbilisi GEO,41.7327154,44.7883066
Telavi GEO,41.9224077,45.470068
Tianjin CHN,39.1693773,117.3875427
Tokyo JPN,35.6932804,139.7297105
Trento ITA,46.0680009,11.1207268
Trujillo PER,-8.1127548,-79.0344986
Tulsa OK USA,36.1563122,-95.9927516
Tulsa USA,36.1563122,-95.9927516
Uslar GER,10.475755,-66.9494149
Ust-Kamenogorsk KAZ,49.9490349,82.6394794
Valencia ESP,39.4670574,-0.3820707
Vejle DEN,55.7058593,9.5410776
Vero Beach FL USA,27.6387163,-80.3975399
Vic ESP,-38.2879402,144.9908661
Vila Real de Santo Antonio POR,37.175469,-7.5366859
Vila Real de Santo António POR,37.175469,-7.5366859
Villahermosa MEX,17.9742115,-92.9272266
Villavicencio COL,4.0778023,-73.6915639
Wesley Chapel FL USA,28.1866014,-82.366121
Weston FL USA,33.5363407,-79.0416178
Wichita KS USA,37.6922361,-97.3375448
Wichita USA,37.6922361,-97.3375448
Winston-Salem NC USA,36.0998131,-80.2440518
Wroclaw POL,51.0799222,17.0691007
Xalapa MEX,19.4756115,-99.0578782
Zagreb CRO,45.7955253,15.909272
Zapopan MEX,19.587189,-99.0290614
"Aarhus, Denmark",56.1496278,10.2134046
"Addis Ababa, ETH",9.0191999,38.7348362
"Agadir, Morocco",30.4205162,-9.5838532
"Ahmedabad, India",23.0215374,72.5800568
"Ajaccio, France",41.9263991,8.7376029
"Aktobe, Kazakhstan",50.2836938,57.2298129
"Alaminos, Cyprus",34.8068728,33.4344219
"Alaminos-Larnaca, Cyprus",34.7747994,33.4614931
"Albuquerque NM, United States",35.0607292,-106.519864
"Alcala de Henares, Spain",40.481954,-3.363981
"Alcalá de Henares, Spain",40.481954,-3.363981
"Aldershot, United Kingdom",51.2494169,-0.7630148
"Alkmaar, Netherlands",52.6008538,4.8170994
"Allershausen, Germany",48.4333967,11.6001317
"Almoradi, Spain",38.1096615,-0.7919322
"Altamura, Italy",40.8285595,16.5527314
"Amstelveen, Netherlands",52.2862177,4.8526493
"Anapoima, Colombia",4.5493011,-74.5359119
"Andong, South Korea",36.5634886,128.7260798
"Angers, France",47.4739884,-0.5515588
"Ann Arbor MI, United States",42.3108711,-83.691693
"Anning, China",24.8377491,102.4026832
"Anseong, South Korea",37.007773,127.279971
"Antalya, Turkey",36.8865728,30.7030242
"Arad, Romania",46.1753793,21.3196342
"Arequipa, Peru",-16.3988667,-71.5369607
"Arlon, Belgium",49.6834601,5.8167711
"Astana, Kazakhstan",51.1159933,71.4677059
"Asuncion, Paraguay",-25.2800459,-57.6343814
"Austin TX, United States",30.268082,-97.7483738
"Azay-le-Rideau, France",47.2614793,0.4667128
"Azul, Argentina",-36.777492,-59.863442
"Bacau, Romania",46.5560493,26.9153557
"Bad Waltersdorf, Austria",47.168506,16.0088882
"Badalona, Spain",41.4493539,2.248254
"Bagneres-de-Bigorre, France",43.0658212,0.1530914
"Bagnoles de l'Orne, France",48.5539388,-0.4229186
"Bakersfield CA, United States",35.3738712,-119.019463
"Bakio, Spain",43.4230397,-2.8142578
"Bali, Indonesia",-8.2271303,115.1919203
"Baotao, China",44.7250564,119.6063645
"Baotou, China",40.6174777,109.944912
"Barueri, Brazil",-23.5112184,-46.8764612
"Bastad, Sweden",56.4268963,12.8608789
"Bastia-Lucciana, France",42.554418,9.4821991
"Bath, United Kingdom",51.3813864,-2.3596963
"Belem, Brazil",-1.45056,-48.4682453
"Belgrade, Serbia",44.8153318,20.4456588
"Bengaluru, India",12.9767936,77.590082
"Benicarlo, Spain",40.4180244,0.4229813
"Bergamo, Italy",45.7566557,9.7542192
"Bhopal, India",23.2584857,77.401989
"Bhubaneswar, India",20.2602964,85.8394521
"Biella, Italy",45.5669538,8.086912
"Bielsko Biala, Poland",49.822118,19.0448936
"Bistrita, Romania",47.1327012,24.4963949
"Boca Raton FL, United States",26.367379,-80.1737932
"Boca Raton, United States",26.3586885,-80.0830984
"Bodrum, Turkey",37.0343987,27.430651
"Bol, Croatia",43.2605186,16.6520192
"Bologna, Italy",44.4938203,11.3426327
"Bolzano, Italy",46.6559455,11.2302129
"Bourg-en-Bresse, France",46.2051192,5.2250324
"Bragado, Argentina",-35.1155766,-60.489771
"Brasov, Romania",45.6525105,25.6105654
"Brcko, Bosnia and Herzegovina",44.8771222,18.8095022
"Bressuire, France",46.8425572,-0.4929017
"Brisbane, Australia",-27.4689623,153.0235009
"Brussels, Belgium",50.8467372,4.352493
"Bucaramanga, Colombia",7.1669842,-73.1047294
"Bucharest, Romania",44.4361414,26.102684
"Budapest, Hungary",47.4978789,19.0402383
"Buenos Aires, Argentina",-34.6095579,-58.3887904
"Burnie, Australia",-41.0523688,145.9064073
"Buschhausen, Germany",50.7677269,6.3022318
"Buzau, Romania",45.2692582,26.7748173
"CEUTA, Spain",35.888361,-5.304138
"Cadolzburg, Germany",49.4591406,10.8563868
"Cairns, Australia",-16.9206657,145.7721854
"Cairo, Egypt",30.0443879,31.2357257
"Calabasas CA, United States",34.1446643,-118.644097
"Caloundra, Australia",-26.7981633,153.1354434
"Caltanissetta, Italy",37.4902628,14.063284
"Canberra, Australia",-35.2975906,149.1012676
"Cap d'Agde, France",43.2845374,3.5117752
"Carnac, France",47.5836629,-3.0794428
"Carrara, Australia",-28.02077,153.3683962
"Casablanca, Morocco",33.5945144,-7.6200284
"Caslano, Switzerland",45.9708722,8.8836544
"Castelldefels, Spain",41.2861022,1.9824173
"Castellon, Spain",40.2518568,-0.0615052
"Castelo Branco, Portugal",39.9767583,-7.4460599
"Cattolica, Italy",43.9639933,12.7441515
"Celje, Slovenia",46.2293889,15.2616828
"Cervia, Italy",44.2609836,12.3495462
"Ceska Lipa, Czech Republic",50.6865452,14.5372974
"Ceuta, Spain",35.888361,-5.304138
"Chacabuco, Argentina",-32.7414522,-65.2061252
"Champaign IL, United States",39.8937537,-87.9377898
"Champaign, United States",40.1164841,-88.2430932
"Chandigarh, India",30.7334421,76.7797143
"Changwon, South Korea",35.227956,128.6818586
"Chennai, India",13.0836939,80.270186
"Chieti, Italy",42.1026928,14.4159053
"Cluj Napoca, Romania",46.769379,23.5899542
"Cochabamba, Bolivia",-17.4012458,-66.1675681
"Columbus OH, United States",40.1246672,-83.0868282
"Columbus, United States",39.9622601,-83.0007065
"Concepcion, Chile",-36.8270698,-73.0502064
"Constanta, Romania",44.1767161,28.6507598
"Coquimbo, Chile",-30.7546652,-70.9005536
"Cordoba, Spain",37.8845813,-4.7760138
"Creteil, France",48.7771486,2.4530731
"Criciuma, Brazil",-28.6789941,-49.3695627
"Cuiaba, Brazil",-15.5986686,-56.0991301
"Curtea de Arges, Romania",45.1469341,24.6779826
"Daegu, South Korea",35.8713,128.6018
"Dallas TX, United States",32.8350573,-97.2983175
"Dallas, United States",32.7762719,-96.7968559
"Danderyd, Sweden",59.4043647,18.0358505
"Darwin, Australia",-12.46044,130.8410469
"Davangere, India",14.4661266,75.9206361
"Deauville, France",49.3595018,0.0746638
"Decatur, United States",39.8454163,-88.9524151
"Denia, Spain",38.8408382,0.1061105
"Dharwad, India",15.3707296,75.1332867
"Doboj, Bosnia and Herzegovina",44.7324559,18.0850157
"Doha, QAT",25.2678234,51.5587853
"Dublin, Ireland",53.3493795,-6.2605593
"Dubrovnik, Croatia",42.6491029,18.0939501
"Duffel, Belgium",51.0957176,4.5061988
"East Lansing MI, United States",42.7320307,-84.4721678
"Edgbaston, United Kingdom",52.4709941,-1.9225861
"Edmond OK, United States",35.657971,-97.4801373
"Edmonton, Canada",53.5462055,-113.491241
"Edwardsville IL, United States",38.7296083,-89.8845138
"Edwardsville, United States",38.8114364,-89.953157
"Eindhoven, Netherlands",51.4485569,5.4501225
"Elvas, Portugal",38.8806123,-7.1637237
"Esch-sur-Alzette, Luxembourg",49.4959628,5.9850306
"Esch/Alzette, Luxembourg",49.5036259,5.9487155
"Eupen, Belgium",50.6305665,6.0312717
"Falun, Sweden",60.6070068,15.6323059
"Faro, Portugal",37.0162944,-7.935182
"Fayetteville AR, United States",36.1207807,-94.1370087
"Feira de Santana, Brazil",-12.2578934,-38.9598047
"Figueira da Foz, Portugal",40.1485808,-8.855655
"Foggia, Italy",41.5028106,15.4528939
"Forbach, France",49.1862822,6.8958562
"Forli, Italy",44.2227278,12.041273
"Frankfurt am Main, Germany",50.1106444,8.6820917
"Frankfurt, Germany",50.1106444,8.6820917
"Frascati, Italy",41.8082452,12.6803684
"Fuzhou, China",26.0774954,119.2918215
"Gandia, Spain",38.9675925,-0.1803423
"Gentofte, Denmark",55.7535946,12.541436
"Getxo, Spain",43.3431164,-3.0078627
"Gijon, Spain",43.5449422,-5.66275
"Gijón, Spain",43.5449422,-5.66275
"Gimcheon, South Korea",36.1398035,128.1139534
"Glasgow, United Kingdom",55.861155,-4.2501687
"Gold Coast, Australia",-28.0023731,153.4145987
"Grado, Italy",45.6781065,13.3979091
"Grasse, France",43.6589011,6.9239103
"Grenoble, France",45.1875602,5.7357819
"Grodzisk Mazowiecki, Poland",52.1066223,20.6313441
"Guatemala, GUA",14.5832025,-90.5271541
"Gubbio, Italy",43.3517605,12.5772959
"Guiyang, China",26.5878031,106.7086936
"Gurb, Spain",41.9409869,2.2433019
"Gwalior, India",26.2037247,78.1573628
"Gyula, Hungary",46.6438656,21.2747575
"HUAMANTLA, Mexico",19.3233319,-97.9145665
"Hamilton, New Zealand",-37.7878809,175.281788
"Hammamet, Tunisia",36.4012665,10.5572827
"Haren, Netherlands",53.1709841,6.6061413
"Harlingen TX, United States",26.1907543,-97.6960599
"Harmon, GUM",13.4864902,144.8020603
"Hazebrouck, France",50.7226113,2.5360331
"Heraklion, Greece",35.33908,25.1332843
"Herzlia, Israel",32.1656255,34.8469023
"Hillcrest, South Africa",-29.775555,30.765556
"Hinode, Japan",35.7423436,139.2574768
"Hong Kong, Hong Kong",22.2818333,114.1582831
"Hradec Kralove, Czech Republic",50.2092113,15.8327512
"Hrastnik, Slovenia",46.1349361,15.1175752
"Hua Hin, Thailand",12.5699326,99.9573437
"Huamantla, Mexico",19.3233319,-97.9145665
"Huntsville AL, United States",33.5644765,-86.7965023
"Hurghada, Egypt",27.222556,33.8307062
"Huy, Belgium",50.5180856,5.2408138
"Huzhou, China",30.8942995,120.0851114
"Hyderabad, India",17.360589,78.4740613
"Hyvinkaa, Finland",60.6311481,24.8603615
"Ibague, Colombia",4.4386033,-75.2108857
"Idanha-a-Nova, Portugal",39.9260883,-7.2436356
"Indore, India",22.7203616,75.8681996
"Ipoh Perak, MAS",4.6276983,101.135806
"Irvine, United States",33.6856969,-117.825981
"Islamabad, Pakistan",33.6938118,73.0651511
"Ithaca NY, United States",42.4420456,-76.4970754
"Jablonec nad Nisou, Czech Republic",50.7240899,15.1710958
"Jakarta, Indonesia",-6.1754049,106.827168
"Javea, Spain",38.7893804,0.1634168
"Joinville, Brazil",-26.3044898,-48.8486726
"Kachreti, Georgia",41.6733766,45.6745112
"Kalaburagi, India",17.2408957,76.7697439
"Kalmar, Sweden",56.6628826,16.3662382
"Kamen, Germany",51.5918019,7.6616804
"Karuizawa, Japan",36.3482938,138.5969968
"Kashiwa, Japan",35.8676218,139.9756876
"Kassel, Germany",51.3157833,9.4978479
"Kayseri, Turkey",38.7219011,35.4873214
"Kigali, RWA",-2.0022208,30.092579
"Kingston, JAM",17.975215,-76.8175653
"Kiseljak, Bosnia and Herzegovina",43.9431668,18.0774711
"Klagenfurt, Austria",46.623943,14.3075976
"Klosters, Switzerland",46.8829097,9.8750678
"Koksijde, Belgium",51.1187723,2.6349277
"Kolkata, India",22.5726459,88.3638953
"Koszalin, Poland",54.2071799,16.2175411
"Kotka, Finland",60.4672673,26.9459462
"Kottingbrunn, Austria",47.9513587,16.2285187
"Krakow, Poland",50.0469432,19.9971534
"Kramsach, Austria",47.4450519,11.8808259
"Kranjska Gora, Slovenia",46.4502123,13.8434055
"Krsko, Slovenia",45.9576446,15.4946767
"Kuala Lumpur, MAS",3.119294,101.7249994
"Kuching, MAS",1.2059613,110.4285015
"Kursumlijska Banja, Serbia",43.0578755,21.2550485
"Kutaisi, Georgia",42.2716078,42.7054475
"La Nucia, Spain",38.6133727,-0.1257319
"La Paz, Bolivia",-16.4955455,-68.1336229
"La Plata, Argentina",-34.9206797,-57.9537638
"Lajeado, Brazil",-29.4671522,-51.9624046
"Lakewood CA, United States",33.8503463,-118.117191
"Lakewood, United States",39.7085736,-105.0846694
"Lambermont, Belgium",50.8429244,4.3654807
"Lannion, France",48.7322183,-3.4587994
"Las Palmas de Gran Canaria, Spain",28.1288694,-15.4349015
"Las Vegas NV, United States",36.1494569,-115.2063755
"Launceston, Australia",-41.4340813,147.1373496
"Lausanne, Switzerland",46.5218269,6.6327025
"Laval, Canada",45.5571125,-73.7211779
"Les Franqueses del Valles, Spain",41.647559,2.3091778
"Lesa, Italy",45.829644,8.5648573
"Lexington KY, United States",37.7703871,-84.3130374
"Lima, Peru",-12.0459808,-77.0305912
"Limassol, Cyprus",34.6852901,33.0332657
"Litija, Slovenia",46.0496825,14.9910757
"Ljubljana, Slovenia",46.0500268,14.5069289
"Lodz, Poland",51.7687323,19.4569911
"Londrina, Brazil",-23.4761271,-51.1179013
"Lons-le-Saunier, France",46.6727037,5.5589973
"Los Angeles CA, United States",34.625739,-118.0826393
"Los Angeles, United States",34.0536909,-118.242766
"Loughborough, United Kingdom",52.7723859,-1.2077985
"Louisville KY, United States",38.3276688,-85.6345672
"Louisville, United States",38.2542376,-85.759407
"Loule, Portugal",37.1399532,-8.023324
"Loulé, Portugal",37.1399532,-8.023324
"Louny, Czech Republic",50.3572914,13.7969195
"Luan, China",39.7629676,118.6588085
"Lucknow, India",26.8381,80.9346001
"Lujan, Argentina",-34.5661734,-59.1152598
"Luque, Paraguay",-25.2665417,-57.4926928
"Luzhou, China",28.5297899,105.5382725
"Maanshan, China",31.6866105,118.5048377
"Maceio, Brazil",-9.6476843,-35.7339264
"Madrid, Spain",40.416782,-3.703507
"Malibu CA, United States",34.035591,-118.689423
"Manacor, Spain",39.5696458,3.2106461
"Mandya, India",12.6368939,76.7275477
"Maputo, MOZ",-25.9403593,32.4071099
"Mar Del Plata, Argentina",-37.9976168,-57.5482079
"Marburg, Germany",50.8090106,8.7704695
"Maribor, Slovenia",46.5576439,15.6455854
"Maringa, Brazil",-23.425269,-51.9382078
"Maringá, Brazil",-23.425269,-51.9382078
"Marrakech, Morocco",31.6258257,-7.9891608
"Martos, Spain",37.7222633,-3.9703241
"Mataro, Spain",41.5399994,2.4448577
"Mbombela, South Africa",-25.4729094,30.9772719
"Meerbusch, Germany",51.2652237,6.6760958
"Melilla, Spain",35.2918698,-2.9409026
"Mendoza, Argentina",-34.5970325,-68.7304797
"Messina, Italy",38.1937571,15.5542082
"Metzingen, Germany",48.5397247,9.2831201
"Metzinger, Germany",48.7417244,9.1720691
"Mildura, Australia",-34.195274,142.1503146
"Mistelbach, Austria",48.5694535,16.5720327
"Mogi das Cruzes, Brazil",-23.5234284,-46.1926671
"Monastir, Tunisia",35.7707582,10.8280511
"Montauban, France",44.0175835,1.3549991
"Montesilvano, Italy",42.5136032,14.1516203
"Montreal, Canada",45.5031824,-73.5698065
"Morelia, Mexico",19.6546004,-101.2623797
"Mosquera, Colombia",4.7002001,-74.2385058
"Most, Czech Republic",50.5032737,13.636112
"Mulhouse, France",47.7467233,7.3389937
"Mumbai, India",19.054999,72.8692035
"Mungia, Spain",43.3617398,-2.8350746
"Muttenz, Switzerland",47.525113,7.6477401
"Mysuru, India",12.3041464,76.6529521
"Nakhon Pathom, Thailand",13.8918425,100.0165659
"Nakhon Si Thammarat, Thailand",8.6772337,99.7309635
"Naples FL, United States",26.1731951,-81.7704161
"Netanya, Israel",32.3286181,34.8566246
"Neuquen, Argentina",-38.8502546,-69.832275
"Nevers, France",46.9876601,3.1577203
"New Delhi, India",28.6138954,77.2090057
"Nishi-Tokyo, Japan",35.6926888,139.6961241
"Nonthaburi, Thailand",13.8610918,100.3456772
"Norman OK, United States",35.2205427,-97.4953397
"Norman, United States",35.2225717,-97.4394816
"Norwich, United Kingdom",52.6285576,1.2923954
"Nottingham, United Kingdom",52.9534193,-1.1496461
"Nova Gorica, Slovenia",45.9581509,13.6474998
"Novi Sad, Serbia",45.2551338,19.8451756
"Nussloch, Germany",49.3228653,8.6959385
"Nyiregyhaza, Hungary",47.9557802,21.7167982
"Oberhaching, Germany",48.0261846,11.5962489
"Oegstgeest, Netherlands",52.185433,4.4738856
"Offenbach, Germany",50.1055002,8.7610698
"Olavarria, Argentina",-36.8938752,-60.3231676
"Oldenzaal, Netherlands",52.3116616,6.9241615
"Ollersbach, Austria",48.1873864,15.8440588
"Opatija, Croatia",45.3349238,14.3067834
"Oradea, Romania",47.0549163,21.9285231
"Orange Park FL, United States",28.549571,-81.293689
"Orlando FL, United States",28.5479786,-81.4127842
"Orlando, United States",28.5421218,-81.379045
"Osaka, Japan",34.6937569,135.5014539
"Osijek, Croatia",45.5548793,18.6953685
"Oslo, Norway",59.9133301,10.7389701
"Otopeni, Romania",44.5507941,26.0729271
"Oviedo, Spain",43.3533452,-5.8795096
"Padova, Italy",45.391408,11.8058487
"Palm Coast FL, United States",29.5541432,-81.2207673
"Palmanova, Spain",39.5237047,2.5383777
"Papamoa, New Zealand",-37.6972669,176.2848286
"Pardubice, Czech Republic",50.0385812,15.7791356
"Pazardzhik, Bulgaria",42.1486841,24.1531871
"Pensacola FL, United States",30.4438233,-87.2156403
"Perth, Australia",-31.9558967,115.8605784
"Perugia, Italy",43.1070321,12.4029962
"Pescara, Italy",42.3102619,13.9575901
"Pirot, Serbia",43.1547342,22.5865039
"Pitesti, Romania",44.8572882,24.8721156
"Pittsburgh, United States",40.4406968,-80.0025666
"Plaisir, France",48.817399,1.9476363
"Poitiers, France",46.5802596,0.340196
"Pontevedra, Spain",42.428065,-8.6041447
"Poprad, Slovakia",49.0541521,20.2976401
"Porec, Croatia",45.2271961,13.5957333
"Portimao, Portugal",37.1375808,-8.5368426
"Porto, Portugal",41.1502195,-8.6103497
"Poznan, Poland",52.4082663,16.9335199
"Pozzuoli, Italy",40.822643,14.1219109
"Prague, Czech Republic",50.0874654,14.4212535
"Pretoria, South Africa",-25.7459277,28.1879101
"Prijedor, Bosnia and Herzegovina",44.9801369,16.7123704
"Pszczyna, Poland",49.9778089,18.9423721
"Punta del Este, Uruguay",-34.9632342,-54.9439981
"Quillota, Chile",-32.879997,-71.2473555
"Quinta Do Lago, Portugal",37.8037119,-8.6849265
"Quinta do Lago, Portugal",37.8037119,-8.6849265
"Quito, Ecuador",-0.2201641,-78.5123274
"Raanana, Israel",32.1860244,34.8678359
"Rabat, Morocco",34.0218454,-6.8408929
"Rancho Santa Fe CA, United States",33.0183597,-117.2026294
"Recife, Brazil",-8.0584933,-34.8848193
"Reggio Emilia, Italy",44.6086674,10.5940667
"Reus, Spain",41.1555564,1.1076133
"Ribeirao Preto, Brazil",-21.1776315,-47.8100983
"Rio Cuarto, Argentina",-33.1237585,-64.3489782
"Rio de Janeiro, Brazil",-22.9110137,-43.2093727
"Rochester NY, United States",43.1576414,-77.6133531
"Rochester, United States",43.157285,-77.615214
"Roda de Bara, Spain",41.1857961,1.4569904
"Rodez, France",44.3511408,2.5728493
"Roehampton, United Kingdom",51.4498773,-0.2412672
"Rognac, France",43.4872341,5.2342903
"Rome, Italy",41.8933203,12.4829321
"Rosario, Argentina",-32.9593609,-60.6617024
"Rosario-Santa Fe, Argentina",-32.9261741,-60.7390697
"Rosbach, Germany",50.2990872,8.6967275
"Rovinj, Croatia",45.0807411,13.6417282
"Saarlouis, Germany",49.3164661,6.749846
"Sabadell, Spain",41.5460801,2.1083214
"Saint Dizier, France",48.6371125,4.9473513
"Saint-Augustin, Canada",51.2252759,-58.6494821
"Saint-Augustin-de-Desmaures, Canada",46.743354,-71.4569733
"Saint-Dizier, France",48.6371125,4.9473513
"Salta, Argentina",-25.2269908,-64.5911956
"Salvador, Brazil",-12.9822499,-38.4812772
"San Diego CA, United States",32.7166921,-117.169295
"San Diego, United States",32.7174202,-117.162772
"San Gregorio di Catania, Italy",37.565254,15.111788
"San Jose, CRC",-34.8966724,-54.9537194
"San Salvador de Jujuy, Argentina",-24.1852569,-65.2994789
"Santa Cruz do Sul, Brazil",-29.714209,-52.4285807
"Santa Cruz, Bolivia",-17.7834217,-63.1820853
"Santa Margherita di Pula, Italy",38.9581039,8.9592681
"Santander, Spain",43.4618932,-3.8100255
"Santo Domingo Este, Dominican Republic",18.4936515,-69.8383703
"Santo Domingo de los Tsachilas, Ecuador",-0.3158526,-79.2224149
"Santo Domingo, Dominican Republic",18.4713858,-69.8918436
"Sanxenxo, Spain",42.4220772,-8.8353365
"Sao Paulo, Brazil",-23.5506507,-46.6333824
"Sapporo, Japan",43.061936,141.3542924
"Sarajevo, Bosnia and Herzegovina",43.8570713,18.4126147
"Sarreguemines, France",49.1094836,7.0708865
"Satu Mare, Romania",47.7891763,22.8725598
"Segrate, Italy",45.4907352,9.2948204
"Selva Gardena, Italy",46.5551877,11.7600992
"Setubal, Portugal",38.5241783,-8.8932341
"Shanghai, China",31.2312707,121.4700152
"Sheffield, United Kingdom",53.3806626,-1.4702278
"Shenzhen, China",22.5445741,114.0545429
"Sherbrooke, Canada",45.403271,-71.889038
"Shymkent, Kazakhstan",42.3146962,69.5883282
"Singapore, SGP",1.3196158,103.7002189
"Sintra, Portugal",38.8355446,-9.3522371
"Sion, Switzerland",46.2311749,7.3588795
"Skopje, North Macedonia",41.9962164,21.4318935
"Slobozia, Romania",44.5635999,27.3618477
"Slovenj Gradec, Slovenia",46.509144,15.0790677
"Slovenska Bistrica, Slovenia",46.4073813,15.5635933
"Sofia, Bulgaria",42.6977028,23.3217359
"South Bend, United States",41.6833813,-86.2500066
"Southaven MS, United States",34.9873822,-90.0034862
"Southaven, United States",34.9873822,-90.0034862
"Split, Croatia",43.5116383,16.4399659
"Stellenbosch, South Africa",-33.934444,18.869167
"Store, Slovenia",46.1979164,15.3276728
"Sunderland, United Kingdom",54.9058512,-1.3828727
"Sunrise FL, United States",26.1666888,-80.2787573
"Swan Hill, Australia",-35.3390784,143.5588436
"Szabolcsveresmart, Hungary",48.2924404,22.019809
"Szczawno, Poland",51.4388599,18.7942608
"Szentendre, Hungary",47.6677606,19.0760467
"Tabasco, Mexico",17.9999288,-92.6681659
"Tainan, Taiwan",22.9912348,120.184982
"Taipei, Taiwan",25.0375198,121.5636796
"Takasaki, Japan",36.3220984,139.0032758
"Tallahassee FL, United States",30.4387238,-84.3203972
"Tallahassee, United States",30.4380832,-84.2809332
"Tamworth, Australia",-31.0900743,150.9290159
"Tanagura, Japan",37.0299106,140.3795451
"Tanger, Morocco",35.7696302,-5.8033522
"Targu Jiu, Romania",45.0422947,23.2728118
"Targu Mures, Romania",46.5446253,24.561196
"Tarragona, Spain",41.1172364,1.2546057
"Tashkent, Uzbekistan",41.3123363,69.2787079
"Tauranga, New Zealand",-37.6859006,176.167505
"Tauste, Spain",41.9202822,-1.2543731
"Tavira, Portugal",37.1262493,-7.6499121
"Tbilisi, Georgia",41.6934591,44.8014495
"Telavi, Georgia",41.9197221,45.4703169
"Telde, Spain",27.9984538,-15.4166761
"Telfs, Austria",47.3046511,11.071515
"The Hague, Netherlands",52.0799838,4.3113461
"Tianjin, China",39.3032619,117.4163641
"Timaru, New Zealand",-44.3930254,171.2509786
"Tokyo, Japan",35.6768601,139.7638947
"Torello, Spain",42.0478304,2.2643391
